TIMESTAMP,STRIDE_LENGTH,HEADING_MAG
1615126639555,0.8865712597390918,0.6738627321946158
1615126640614,0.7258877516252686,0.7775735278668818
1615126640777,1.0767707700724392,0.669100002236558
1615126641223,1.1668243106219356,0.7787809504223222
1615126641662,1.3240074229501302,0.7565078703290449
1615126641783,1.2865850352215895,0.7104513523382273
1615126642185,1.5347816799349479,0.7123138233651235
1615126642563,1.6809388259128355,0.7516415038165438
1615126643036,1.4990769527194905,0.6894215417188916
1615126643384,1.2558901586843167,0.7867101031186221
1615126644393,1.2822448003218514,0.6198749948119319
1615126644952,0.7753347192675931,0.7674666203494414
1615126645557,1.4288712083890416,0.7450743346421232
1615126645968,0.9418537359869866,0.6909130970322344
1615126646487,1.4910497600092922,0.7977654769633893
1615126646800,0.6186633858020534,0.7311972579955018
1615126647690,1.3624880807494069,0.7515364535494508
1615126648437,1.153087614577871,0.6803696055395357
1615126648866,1.307430265410054,0.7712149348787093
1615126649194,1.2083529277526777,0.7502766737368615
1615126649618,0.9459896926652265,0.6650589681425668
1615126650156,1.2442939831902615,0.7926166302551665
1615126650336,1.0463401855924832,0.7672482364127918
1615126650603,1.288925762462924,0.6591652531698801
1615126650911,0.7750224070226922,0.756697666116325
1615126652347,1.6033910600219738,0.7258748084100742
1615126652784,1.2408907256008381,0.700146097661809
1615126653131,0.8134256680549736,0.6915508664717082
1615126653653,1.1270217109982361,0.7397549780069006
1615126654425,1.053487900616252,0.810753566526126
1615126654586,1.2738393139279882,0.7360675058852302
1615126655210,0.9243258899254914,0.6612076431215183
1615126655460,1.1625907970010556,0.7595573384500572
1615126655770,0.7764639985729159,0.7191175192925086
1615126656119,0.9565902074697374,0.7581207846414171
1615126656628,0.72238595713305,0.7743578651851648
1615126656825,1.2444652835892036,0.6687097814034514
1615126657474,1.0411310595070025,0.6916269079614555
1615126658029,0.602200588483859,0.7755063803793452
1615126658505,1.4272836223531258,0.7033583276749387
1615126676965,1.1200565253126809,2.193739857044836
1615126678323,1.0169048748424285,1.6579530519987915
1615126680198,0.9214045146213403,1.8317576611589361
1615126680549,0.7058713756994546,1.9278190485585225
1615126699832,0.956986085747564,-1.110506403331526
1615126702758,0.6747636822835154,-1.0162533551955328
1615126722695,1.071284817902587,-0.33625623244759706
1615126722914,0.7588699241062732,-0.33917326955167004
1615126723443,1.503414924726811,-0.22920458677942834
1615126724104,1.1014752452771497,-0.30455521663429796
1615126724354,1.4842972322877617,-0.2642139535198944
1615126724676,0.9060368429912637,-0.3391456507473891
1615126724975,1.1707361159145675,-0.3439572152676649
1615126725830,1.4745669439588391,-0.23299336723362973
1615126726333,0.8658346545999793,-0.37929826493629726
1615126726497,1.0647170010494995,-0.26345601630369075
1615126726841,1.1966916424693643,-0.3091311818517779
1615126727003,0.910507909181393,-0.3556576401324587
1615126727128,0.8420256386299818,-0.38808653708439045
1615126765277,0.9434934804632604,0.2384037405499282
1615126765634,1.6113875441634153,0.21386459914012623
1615126765834,0.9284338703154917,0.22314579212047336
1615126766508,1.1195876882248308,0.2589462743027582
1615126766869,0.7836738267027158,0.25349946803021317
1615126767177,1.2921654228883206,0.2407357299692936
1615126767763,1.229874002042497,0.23635686704996295
1615126768448,0.8956327729743996,0.2224848245896367
1615126768913,0.7897135000659232,0.23256997707191784
1615126769417,0.9092539946534848,0.21544957818042554
1615126769665,1.0943227208470683,0.22220546466842528
1615126770059,1.1355313778005869,0.28393046857630244
1615126770289,0.8330508716604064,0.26053382924833346
1615126770475,0.9636124445315467,0.17642426619020224
1615126770792,0.8163588461714953,0.31259229959545975
1615126771961,1.1295869735165385,0.2724538706101285
1615126787358,1.0698151348186986,0.14166435392344745
1615126787965,0.961805851695224,0.1895683375404873
1615126788292,1.0589861875456203,0.19467151496672352
1615126788908,0.6562740491391842,0.20531034376245705
1615126789185,0.8912468340524147,0.2853899672839817
1615126789372,0.6863080162526749,0.24737689074814595
1615126789652,0.7289446215524835,0.20729269868119204
1615126790406,0.9292053048304418,0.19528859974438895
1615126790711,1.2952908989117653,0.22748296460747186
1615126791500,1.144920569079953,0.19764910923996148
1615126792258,0.635808563595198,0.18397088876772671
1615126792628,1.247256868494882,0.15600476566831656
1615126792911,1.09485344923891,0.20880136348251788
1615126793266,0.7944586815514718,0.16033651763068812
1615126793739,0.9682471799182558,0.16555599863826886
1615126794263,0.6183844629010466,0.18568178890910225
1615126794670,1.1123004743446678,0.13933507448291427
1615126795569,2.0403305122018938,0.11212454760708268
1615126800296,0.821350735037072,-0.5034772964701926
1615126802029,1.0995273341352492,-0.5713509147713469
1615126802325,1.2830988450132175,-0.4848167672888115
1615126802592,1.108370004674669,-0.6460281244408934
1615126802859,0.950325517956193,-0.548359705580153
1615126804066,1.0500164046921974,-0.521909475579045
1615126804608,0.7986431282574862,-0.5931086393817493
1615126804806,1.1822242156589136,-0.5202749194691276
1615126805066,0.9847876952509569,-0.5392222062283616
1615126805416,1.270156004627299,-0.5964728055480335
1615126805584,1.159552068279179,-0.4860762298310286
1615126810905,1.2907257327367065,-0.48716486604296394
1615126813565,0.8839063795896147,-0.6160664672532312
1615126814584,1.2899483162585736,-0.5537037914849372
1615126815785,1.3059288533278488,-0.5549366194424965
1615126815961,1.295670851282881,-0.5637810029466661
1615126816220,0.9970232986461987,-0.5369272716108995
1615126816604,1.0566189403242845,-0.5474522502562684
1615126817195,1.2744328720829186,-0.5825610086751696
1615126817529,1.5179640908195149,-0.5985553219811361
1615126826868,1.119332176820426,-0.326447766113251
1615126827380,1.2463380712532994,-0.2474611795831685
1615126827828,0.9505455830842928,-0.2787054407342553
1615126828577,0.897536187761597,-0.3114036903231201
1615126828903,0.9954664007810642,-0.2596554156965156
1615126829363,1.6179955455197756,-0.22545379684866784
1615126829867,0.9035062352936669,-0.21035192578959983
1615126830570,0.707565324911853,-0.32597984000758573
1615126831143,1.3032051586627236,-0.32966209857659345
1615126831970,1.1965959876516745,-0.33040857542725677
1615126832790,1.1411564383553476,-0.2449453622357629
1615126832919,0.8605872367005325,-0.26503930022083
1615126834014,1.4249300455918124,-0.22854260080862687
1615126834217,1.0641236091548725,-0.28783339709815725
1615126834513,0.6238049030731516,-0.2960247934764697
1615126834837,0.9889263734019976,-0.3214438785439575
1615126834986,0.5408469358777168,-0.22771591097080557
1615126835652,0.6436642429126718,-0.25062721384573483
1615126836583,1.2530827293451428,-0.2969784858026898
1615126836866,1.078967716468565,-0.28884773333377467
1615126837332,1.2626764458749236,-0.2758461832139425
1615126837513,1.0863437063610513,-0.2528453074900632
1615126837864,0.8975015397676251,-0.2743645646247783
1615126838424,1.129480389799987,-0.2715640502023362
1615126838745,1.0108701251208358,-0.25844363806889104
1615126839106,0.9624358426880992,-0.26081455153771405
1615126839394,0.8931264418956909,-0.2628166615486083
1615126839954,0.9860787039862239,-0.2604700365242454
1615126840546,1.2395327910344818,-0.3086640225031698
1615126840810,1.1642800415858021,-0.21243609828650856
1615126841055,0.702899009724655,-0.31714169227322264
1615126841334,0.556107606281817,-0.2768451706379791
1615126842124,0.5206842689139233,-0.262487192150354
1615126842949,1.1670133463906045,-0.303592772496754
1615126843327,1.0907457527674707,-0.25375181216469755
1615126843696,1.3155289705616022,-0.273874657695343
1615126843980,1.6551333334156906,-0.2954864851701138
1615126879039,1.1983419496782213,0.7703521765345369
1615126879796,1.0914198643899122,0.6237109179932123
1615126880153,1.2243410622069733,0.6961007161125321
1615126880295,1.3312876592745102,0.7771936690552989
1615126881445,1.474250773895751,0.7130316764514488
1615126883030,1.267999723638018,0.6191988181110392
1615126891087,1.3343349056187888,3.27715424257545
1615126892209,1.079378699172649,3.070675678989057
1615126899260,1.6249914229860971,2.9571087497469746
1615126899623,1.5556590040947915,2.9205093946215026
1615126899945,1.2266751253783799,2.7998389695403807
1615126900223,1.2993853856314492,2.7320984675339317
1615126900423,0.823682423149637,2.80089196240574
1615126901078,1.1647049334773505,2.9910448863420545
1615126901367,1.195882310790792,2.8484245001931923
1615126902265,0.7606256716417046,3.1354038831531765
1615126909560,1.045886557939834,2.9656514430035
1615126910412,0.956157452972607,2.9910606790838474
1615126928960,1.3742752433747631,-0.9489111981008369
1615126941268,1.322437067703493,-0.19020597193188782
1615126941497,1.2631622446926536,-0.2791956065923451
1615126941689,1.0893964553066415,-0.24705723504659316
1615126941955,1.5475548130809835,-0.20562537675276182
1615126942811,1.3096152831423908,-0.321646069154065
1615126946126,1.152125201046798,-0.27955842755775717
1615126947592,0.6803820903254667,-0.2116706309393832
1615126948405,1.1730648818987883,-0.3373219923816846
1615126951655,0.8198402582319807,-0.2951689378737983
1615126952528,1.5704898289934603,-0.3269645115625204
1615126953682,0.8455619066591928,-0.34114664011098306
1615126954996,1.226220875912676,-0.32597047905817833
1615126955283,0.9035553379335475,-0.264631378833978
1615126956489,1.2669578052455823,-0.3140510541909418
1615126957586,1.246515118076087,-0.22217807141500612
1615126959937,0.8001805370549413,-0.2653323953536779
1615127001417,2.3953016718917017,1.1721844760061764
1615127001877,1.1137782423232658,1.0841961754320117
1615127002085,1.5810552762796886,1.0717679892520342
1615127002590,1.2498340725674915,1.0380940097197637
1615127002909,1.233633846970088,1.1517856010851035
1615127003658,0.5971299479901285,0.9741002247661006
1615127005427,1.5325683636806993,1.045286590861794
1615127005847,1.5219418916291525,1.1590663207405074
1615127006266,1.8051869930122681,0.850852641265106
1615127009033,0.8300653284858495,1.0887415368968265
1615127009741,0.6910613284004613,1.0900360268214495
1615127009926,1.139157102043027,0.9861459654981646
1615127012782,0.7762073042941147,1.2182090507136794
1615127014946,1.1776685083047465,0.9822324871340403
1615127016612,0.9389689357095289,1.039080663665679
1615127016985,1.0174301752047374,1.142461025763204
1615127017662,0.9570995561738243,0.8724299894156681
1615127019451,1.297179065857265,1.2748641384693982
1615127020641,0.7314679962677747,1.0263803958802091
1615127021144,1.5684218534991223,1.0809363841575839
1615127025893,3.4021464518486,1.8086316016845547
1615127026200,1.3422911463704494,1.995143110497776
1615127026926,1.2609352821318782,1.8086578926135823
1615127027356,0.7101474149593782,1.7094033413857164
1615127027561,1.2281782465416182,1.9116312574092078
1615127028400,1.4808655930792245,1.8729460763876653
1615127028796,0.9144149996687507,1.6241163067203934
1615127030989,0.8342380194165614,1.7942937397461611
1615127034603,0.667279134445727,1.84419713718329
1615127038246,0.9532227792278352,2.0870445874326595
1615127038819,1.3807140161864204,1.6784935240100887
1615127039627,0.912680350829613,1.7610927335326099
1615127040304,1.169199079960167,1.9157581612034824
1615127041313,0.7018822945147523,1.8564400563318855
1615127045700,1.614002289821555,1.9049031356349952
1615127048379,1.972276618096286,4.5008874599492845
1615127048819,1.5436640985698558,4.683352564388586
1615127054103,1.0415661601710413,-1.311369559847793
1615127054973,1.2167742761659723,-1.4206328698587938
1615127055303,1.231682064393461,-1.37692868528223
1615127055953,0.9821689549656007,-1.570427210734132
1615127056317,1.2688650459246555,-1.4567421699486984
1615127058815,1.620172967995458,-1.464912316057148
1615127059118,1.1866083674588697,4.673618891525188
1615127059683,1.2600760240075572,-1.431858810742919
1615127059945,1.223786661367468,4.504647910224188
1615127060102,1.298755693606346,-1.376427116164996
1615127060682,1.3164063279570002,-1.5462101798952284
1615127061086,1.0968498785162821,4.610708043375126
1615127062229,1.2201054766933876,4.579659846652886
1615127062708,0.8135606213079487,-1.5616237842358935
1615127062901,0.8321128506836228,-1.4797575411644441
1615127063761,0.7232571514159153,-1.3944510118800295
1615127072163,1.0405501952948308,-0.7762854724317791
1615127072491,1.2410246518676475,-0.6494304124758843
1615127072633,1.5769446336506683,-0.6576517315712236
1615127072898,1.0073730306030106,-0.7441300116982945
1615127073308,1.6402062303343334,-0.5900754027911583
1615127074308,1.3380517820529791,-0.7028607106003957
1615127074689,0.6723660888390637,-0.8043295832952841
1615127075330,1.0094048760177066,-0.5988617170552106
1615127075653,1.2781274112400158,-0.6695981567689175
1615127075890,1.2946407387108305,-0.6126339358889861
1615127076221,1.0270940947097753,-0.5799813660251143
1615127076493,1.2189242809624328,-0.7557540378069207
1615127076930,1.685360691350413,-0.7212434477454965
1615127077756,1.2176758664669902,-0.7882950655262131
1615127077982,1.6549043952951203,-0.666536149988092
1615127078387,1.4283082553251472,-0.7396936167688866
1615127079413,1.0639544020154503,-0.6625428423550521
1615127079702,1.4071189649056643,-0.6388153881021656
1615127080085,1.5033366929515584,-0.6163300096002224
1615127082459,1.2652247932318577,-0.5863533124837641
1615127082880,1.121682143486968,-0.6183128461002454
1615127083635,0.7922307219026943,-0.6003433747734808
1615127084025,1.252956525954301,-0.38624322707804404
1615127085632,1.276332517400955,-0.7267502137796296
1615127086131,1.2164856722148314,-0.5680435239490373
1615127086533,1.2398722435249971,-0.7204264173317751
1615127086811,1.0408925356763437,-0.5093291079776683
1615127087133,1.2600566526469235,-0.6297491115625737
1615127087372,1.2599348933784724,-0.6488826964690135
1615127089008,1.3930214159633012,-0.6883167117384854
1615127089909,0.8176194390910412,-0.6577621518702452
1615127137265,0.886907881672438,0.415293677468324
1615127137987,0.8588762879608867,0.3729913808791012
1615127138803,1.1829262914912082,0.4719696641827331
1615127138938,1.336315607429198,0.3974110563498199
1615127140757,1.2163856492780067,0.4660008016902575
1615127141096,1.2403576105681373,0.32337374678173325
1615127142131,1.1824582264287873,0.4114378153353102
1615127142583,0.9443671510564107,0.3669737260494679
1615127142776,1.1663514060719682,0.3517890292416994
1615127144718,1.1854787562262796,0.40778359079803783
1615127145042,0.8441215939323774,0.41951789629683756
1615127145796,1.153106973417035,0.4272351185280534
1615127146055,1.6364441671002914,0.337670932812431
1615127149418,0.9253549852547857,1.7652336498856487
1615127151170,1.1576594708906383,1.6803414525300844
1615127151739,0.4463273900176091,1.5647640594080134
1615127152056,0.7380264917853223,1.689699697296675
1615127153290,1.189736155074895,1.6150410403581192
1615127154657,0.7564665865924782,1.7562868739237725
1615127155667,0.7026630086638191,1.6756607644512755
1615127155819,0.7656484217407977,1.7957537783439435
1615127156080,0.9376629740343594,1.597467881577768
1615127156374,0.9545296308224458,1.6989196884569282
1615127156549,0.7222547356452251,1.6641192587366072
1615127157577,0.45505036363683504,1.7133432587478876
1615127158099,1.0055906780690356,1.7054212155536326
1615127158367,0.9610537497294336,1.6974276035174967
1615127158949,1.2205237387837646,1.7595162382605998
1615127166066,0.8693966357339782,1.520712923714075
1615127182768,0.8635592443106591,-0.9515669325163292
1615127185026,0.896205646465549,-0.9298582664466162
1615127185518,0.8481827516225173,-0.9383957319032263
1615127188190,0.6616396299622542,-0.925271749794137
1615127189284,0.8283209191896397,-1.0022293796019448
1615127190375,0.7586713525385238,-0.8965157804851747
1615127190955,1.1887872727765636,-0.8780750632225485
1615127192512,2.1318371856699496,-0.859470033769413
1615127197748,1.3264791703859362,-0.2423880395023661
1615127199589,0.7370009031541598,-0.2776329752058657
1615127199892,1.2833734423390089,-0.2544074568824648
1615127200210,0.6610244599718719,-0.22976312427308088
1615127200882,1.0553021734435366,-0.2894782454116698
1615127201808,0.964850824611565,-0.22647378926371542
1615127202108,1.3987697180505478,-0.2533200089626937
1615127202623,0.9897826454690091,-0.24296489898633955
1615127202815,0.9688418766255509,-0.27321483743762043
1615127203094,1.5504648767103761,-0.1877275656359081
1615127203583,1.281206296041079,-0.2612610185651858
1615127204475,1.6924312855670238,-0.2311485509077289
1615127205391,1.4790606359157836,-0.27880667215618327
1615127205799,0.9517547184452629,-0.244030749018479
1615127207614,1.282909744852749,-0.2722613304210597
1615127207942,0.7501566486912348,-0.22364791529617722
1615127208160,1.016298577389865,-0.2649270264458501
1615127208325,0.7460721621857911,-0.2507990432820826
1615127208646,1.1965219615920644,-0.23621736231909374
1615127208950,1.0422096180898759,-0.19985578250677172
1615127209543,1.0683069263500757,-0.20271663438548027
1615127209705,1.083818935686296,-0.2446269389404625
1615127209943,1.1326849761044544,-0.222518698786905
1615127212306,1.3832706211339585,-0.18451728842459114
1615127212668,1.5427361752513016,-0.2300475977216514
1615127213460,1.1939047535381644,-0.20042334099556447
1615127213783,1.2878313080254302,-0.2057283966883996
1615127268049,1.2169263224764164,0.12243925596508776
1615127271549,1.3124992903997472,0.10636924353588784
1615127271905,1.028801175576578,0.16324961045279562
1615127272045,1.0246161362557282,0.16158398525023054
1615127272265,1.3240368168732155,0.08945051912476876
1615127272881,0.768868689573623,0.1146526487916868
1615127273019,1.170670409266891,0.09872127793830576
1615127273591,1.295133804612062,0.1288632224083297
1615127273851,0.7208320839456017,0.07813200630535766
1615127276334,1.5057439380634783,0.09244003504227893
1615127288464,1.0716135347746532,0.3449020251688988
1615127288655,1.0501046008769361,0.345969326184296
1615127289195,1.2122221551570664,0.3057148194561967
1615127289595,0.8185375323173012,0.14400744613980243
1615127289868,0.4491671777594599,0.29561258268950374
1615127292453,1.1048688113795555,0.2831721677624828
1615127292923,0.88240250771269,0.22357570102968016
1615127293048,0.45724897589953195,0.16387536741020026
1615127295866,1.1905085716764274,0.24327152475723346
1615127296491,1.0695569217269665,0.10197555279497728
1615127296778,1.352877630043622,0.18381700583253013
1615127297318,1.0978782835219918,0.19454978176281812
1615127298221,0.6024702809983635,0.19492946828487012
1615127311777,1.0782513377963274,-0.6061498757417554
1615127312039,1.3620820088572319,-0.6887978825085779
1615127312782,0.9240051749416465,-0.7511914629071765
1615127313094,1.080642134653529,-0.7057049819710852
1615127313355,1.0685931710647232,-0.6963777045430479
1615127314266,0.7653455797118511,-0.7260781234279934
1615127315062,1.1580497513407277,-0.6545688470922721
1615127315446,1.6721624376337614,-0.6805621211648227
1615127315959,1.5037470386229856,-0.6243054898602787
1615127316273,1.2653860648281892,-0.6539696841375235
1615127318912,1.3405213807450997,-0.6531437285968678
1615127320360,0.8129354491014517,-0.5958848883583432
1615127321180,1.04478628271078,-0.7343414747529726
1615127324123,1.4189682239792547,-0.6920542476666127
1615127330759,1.3079602214896098,-0.36296688538859834
1615127331104,1.7483202200688002,-0.37659653137013827
1615127332301,0.9804027065952821,-0.36002506542369295
1615127334663,1.2823151533424753,-0.35345519243193535
1615127335125,1.3110802614730477,-0.3414110481263253
1615127335385,1.4299498777758677,-0.3742804349423159
1615127335834,1.2112891687137242,-0.3750465906567406
1615127336629,1.415111310940834,-0.3673300493544307
1615127337089,0.6380757905486109,-0.3666394529040795
1615127337369,1.273782258601667,-0.36731352507092696
1615127338405,1.3209349172139524,-0.32944666458698246
1615127339778,1.0326145198090748,-0.35936468436185276
1615127345537,0.8342695286797441,-0.3785279949927707
1615127345982,0.792877794605218,-0.25088840945282653
1615127346584,0.37602835691732867,-0.27415870448705904
1615127367747,1.02040248536076,0.21951988374861786
1615127368656,1.1237898810491864,0.2577605455862291
1615127368906,1.0122141775801292,0.2526203403872693
1615127369112,1.5405025702131963,0.20205420360950876
1615127369308,1.5595410277557864,0.1985513498686271
1615127371195,1.062945091818748,0.1892651116027848
1615127371437,0.7942108500900842,0.2136556169987185
1615127371712,1.026676576720089,0.27233346163773353
1615127372063,0.9465452874571536,0.2689535018195355
1615127372552,0.7690729848987329,0.19791625513044142
1615127372733,0.666133462276753,0.23291845922867993
1615127372942,1.11998162851051,0.2010400432406163
1615127373144,0.8079344652112282,0.205501642700338
1615127373441,1.5836518208765133,0.2865872023661409
1615127375790,0.9198267512994951,0.17967039759356784
1615127377835,1.1901685577664292,0.21421873340432418
1615127379867,0.9193215097091554,0.27478958967827216
1615127381066,0.68070081599178,0.3102807720038885
1615127382495,1.7570823743967074,0.1406219509140998
1615127383070,1.5640797590454485,0.20425440173585097
1615127385754,0.7598680675679834,0.2038975291290035
1615127389560,1.833053027773158,0.329272410751678
1615127395670,1.1640325152303017,0.08291002331603048
1615127397100,0.9419402351827131,0.017355129962526084
1615127398253,1.0669913618225462,0.11768640394103125
1615127399111,0.713122787757157,0.1384156843386002
1615127400097,1.0070691504264657,0.16489355207045486
1615127400412,0.9067847993072129,0.12977989879556007
1615127402945,1.0792200500131541,0.1372025335428615
1615127412459,1.7105592366428022,-0.550644991743821
1615127418690,0.8217397454938158,-0.6802845175636172
1615127419492,0.771073071662737,-0.5908346613499025
1615127419899,0.8250525097751844,-0.6900021380359878
1615127420042,1.106947015793672,-0.6975173934943113
1615127420233,1.0359963340204754,-0.698349295685893
1615127420526,1.110436480518688,-0.672036273497921
1615127420929,1.1063383022566902,-0.6124111247456043
1615127421196,1.3306732023495722,-0.6021861079153976
1615127424187,1.638947336543847,-0.6007871602681161
1615127425056,1.6615551874417105,-0.5564646471775823
1615127425413,0.9179011507033399,-0.7420906882243345
1615127425663,1.2319042439413779,-0.7597000762844344
1615127425783,0.729061896159876,-0.6196973250615292
1615127426146,1.1792069444437665,-0.7323060292075869
1615127426460,1.270587329286019,-0.6180116669634188
1615127427488,1.242267343651858,-0.6381565611495024
1615127427668,0.7620140078106312,-0.5716695119248252
1615127428233,1.1869324296696824,-0.590007454161463
1615127428917,1.4182277408615784,-0.7520598681144905
1615127430131,0.9962644564791348,-0.7018119464467252
1615127436438,1.0649282198976295,-0.2639448421319368
1615127443025,0.6955265464212854,-0.352204876681371
